p425,  2238.778237,  34.326678,  -1333.209383
p426,  2248.548664,  35.803651,  -1335.017171
p427,  2258.228657,  37.845850,  -1336.799818
p428,  2267.993026,  38.976403,  -1338.651384
p429,  2277.772210,  40.308235,  -1340.342456
p430,  2287.580854,  41.575955,  -1341.878825
p431,  2297.415111,  42.716591,  -1343.379579
p432,  2307.281777,  44.066086,  -1344.805515
p433,  2317.114649,  45.463012,  -1346.238368
p434,  2326.833221,  47.583678,  -1347.656859
p435,  2336.683412,  48.791819,  -1349.151913
p436,  2346.568747,  49.788785,  -1350.506695
p437,  2356.491991,  49.829831,  -1351.807743
p438,  2366.383262,  51.346023,  -1352.957164
p439,  2376.246204,  52.792720,  -1353.993969
p440,  2386.253420,  53.285159,  -1355.012895
p441,  2396.172502,  54.737214,  -1355.915529
p442,  2406.079968,  56.149734,  -1356.696035
p443,  2415.960448,  57.605353,  -1357.368062
p444,  2425.864884,  58.907993,  -1357.978095
p445,  2435.859602,  59.909663,  -1358.431082
p446,  2445.827884,  60.824632,  -1358.672333
p447,  2455.842362,  61.234547,  -1358.800032
p448,  2465.864597,  61.674524,  -1358.659105
p449,  2475.836633,  62.793838,  -1358.211209
p450,  2485.697418,  64.375545,  -1357.601983
p451,  2495.668963,  65.347051,  -1356.842378
p452,  2505.385727,  67.586279,  -1355.977726
p453,  2515.366380,  68.565334,  -1355.067961
p454,  2525.239988,  70.076378,  -1354.086722
p455,  2535.202806,  70.666401,  -1353.089782
p456,  2545.187419,  71.663071,  -1352.127458
p457,  2555.125570,  72.266175,  -1351.029069
p458,  2565.077697,  72.935300,  -1349.850882
p459,  2574.928919,  74.240851,  -1348.643284
p460,  2584.868402,  74.640879,  -1347.382783
p461,  2594.790806,  75.374018,  -1346.092180
p462,  2604.672684,  76.293574,  -1344.814763
p463,  2614.526558,  77.772937,  -1343.554206
p464,  2624.516137,  78.368357,  -1342.271234
p465,  2634.426845,  78.654448,  -1340.944209
p466,  2644.375048,  79.209187,  -1339.356882
p467,  2654.164636,  80.746214,  -1337.577985
p468,  2664.048924,  81.019959,  -1335.757885
p469,  2673.819149,  81.977594,  -1333.839286
p470,  2683.648174,  81.855802,  -1331.904097
p471,  2220.695301,  63.184100,  -1329.470218
p472,  2230.395054,  64.856708,  -1331.240911
p473,  2240.154887,  66.355084,  -1333.028796
p474,  2249.947620,  67.909265,  -1334.751032
p475,  2259.674456,  69.541131,  -1336.523145
p476,  2269.489897,  70.643820,  -1338.276494
p477,  2279.335973,  71.922686,  -1339.829692
p478,  2289.231607,  73.009780,  -1341.280758
p479,  2299.092745,  74.269470,  -1342.630641
p480,  2308.898396,  75.829172,  -1343.971897
p481,  2318.678110,  77.560088,  -1345.281304
p482,  2328.479863,  79.253362,  -1346.627725
p483,  2338.346422,  80.383366,  -1348.090375
p484,  2348.236267,  80.800258,  -1349.561763
p485,  2358.149786,  81.148434,  -1350.849234
p486,  2367.916427,  83.084420,  -1351.920602
p487,  2377.885566,  83.375871,  -1353.010488
p488,  2387.753559,  84.812441,  -1353.955790
p489,  2397.683306,  85.919453,  -1354.835324
p490,  2407.568227,  87.327369,  -1355.609249
p491,  2417.481576,  88.845836,  -1356.256392
p492,  2427.441023,  89.815128,  -1356.779425
p493,  2437.342580,  91.413671,  -1357.117542
p494,  2447.363093,  91.793124,  -1357.420956
p495,  2457.394847,  92.072635,  -1357.460377
p496,  2467.407585,  92.723337,  -1357.132725
p497,  2477.378047,  94.062821,  -1356.616694
p498,  2487.363725,  95.091367,  -1355.996123
p499,  2497.297413,  96.462071,  -1355.185692
p500,  2506.964841,  98.939333,  -1354.255903
p501,  2516.940729,  99.031598,  -1353.459987
p502,  2526.782160,  100.769158,  -1352.459489
p503,  2536.788594,  100.626207,  -1351.698609
p504,  2546.749177,  101.865159,  -1350.714960
p505,  2556.722776,  102.139530,  -1349.672633
p506,  2566.617021,  102.789419,  -1348.364574
p507,  2576.539320,  103.840772,  -1347.290088
p508,  2586.474291,  104.252532,  -1346.022616
p509,  2596.415266,  104.675724,  -1344.891033
p510,  2606.358683,  105.960031,  -1343.581745
p511,  2616.223473,  107.146843,  -1342.308043
p512,  2626.209854,  107.507499,  -1340.996662
p513,  2636.120395,  107.324479,  -1339.621874
p514,  2645.887797,  108.712612,  -1337.931826
p515,  2655.783198,  109.149608,  -1336.183888
p516,  2665.633540,  109.862810,  -1334.414412
p517,  2675.473819,  110.566046,  -1332.600540
p518,  2216.644923,  92.269206,   -1327.073575
p519,  2226.404061,  93.660179,   -1328.939321
p520,  2236.169454,  95.444141,   -1330.651226
p521,  2245.957987,  96.803159,   -1332.367187
p522,  2255.642670,  98.899198,   -1334.053314
p523,  2265.497893,  99.999024,   -1335.778666
p524,  2275.278905,  101.543074,  -1337.245966
p525,  2285.125796,  102.808981,  -1338.656819
p526,  2295.051189,  103.760063,  -1339.861056
p527,  2304.903035,  105.420069,  -1341.069396
p528,  2314.623749,  107.586030,  -1342.271956
p529,  2324.394491,  109.443530,  -1343.590570
p530,  2334.264161,  110.674227,  -1345.012871
p531,  2344.165837,  111.304008,  -1346.461898
p532,  2354.115920,  111.217559,  -1347.920574
p533,  2363.893741,  113.157133,  -1348.941014
p534,  2373.837454,  113.807299,  -1350.019004
p535,  2383.747521,  115.078392,  -1350.946001
p536,  2393.723377,  116.263184,  -1351.783138
p537,  2403.614773,  117.642306,  -1352.497094
p538,  2413.551908,  119.064263,  -1353.139366
p539,  2423.539430,  120.158359,  -1353.638297
p540,  2433.461013,  121.459355,  -1354.101068
p541,  2443.471691,  121.708436,  -1354.479967
p542,  2453.507614,  122.150891,  -1354.541655
p543,  2463.490229,  122.958353,  -1354.216731
p544,  2473.517011,  123.942440,  -1353.904071
p545,  2483.448107,  125.134395,  -1353.256249
p546,  2493.387976,  126.494328,  -1352.464639
p547,  2503.204160,  128.739861,  -1351.520300
p548,  2513.249550,  129.071285,  -1350.721760
p549,  2523.137261,  130.735674,  -1349.730708
p550,  2533.160684,  130.682584,  -1349.053222
p551,  2543.134062,  131.811949,  -1348.078605
p552,  2553.102975,  132.320068,  -1347.080893
p553,  2563.065676,  132.826307,  -1346.004217
p554,  2572.926790,  134.142352,  -1344.817840
p555,  2582.904094,  134.280535,  -1343.753064
p556,  2592.907374,  134.847856,  -1342.477861
p557,  2602.739383,  136.444630,  -1341.080667
p558,  2612.660607,  137.244114,  -1339.789456
p559,  2622.629370,  137.555274,  -1338.369705
p560,  2632.580808,  137.789051,  -1336.840329
p561,  2642.445425,  138.893592,  -1335.262983
p562,  2652.405139,  138.807492,  -1333.804221
p563,  2662.311949,  139.410219,  -1332.037424
p564,  2672.152969,  140.082249,  -1330.219751
p565,  2212.862234,  119.642699,  -1323.158697
p566,  2222.576675,  121.048744,  -1325.113582
p567,  2232.301988,  123.021337,  -1326.815636
p568,  2242.104498,  124.675593,  -1328.478853
